(Nundasuchus) 1 | 5 
(Loup_d'Armbuster) 4 | 16 
(Spinosaurus_de_Renaissance) 4 | 16 
(Grylenken) 4 | 16 (Kelenken) (Gryposuchus)
(Sarcosaurus) 4 | 16 
(Beckolyth) 4 | 16 (Blonde) (Saurolyth)
(Nyctosaurus) 4 | 16 
(Rebel) 4 | 16 
(Tarbognathus) 4 | 16 (Tarbosaure) (Compsognathus_Gén2)
(Arctacles) 4 | 16 (Arctodus) (Cervalces)
(Parasaurolophus_Lux) 4 | 16 
(Rajatholus) 4 | 17 (Rajasaure) (Sphaerotholus)
(Tyrannosaure_Doe) 4 | 16 
(Gigaspikasaure) 4 | 16 (Nodopatosaure) (Amargasaure)
(Tyrannolophosaure) 4 | 16 (T_Rex_Gén2) (Dilophosaure_Gén2)
(Thylaconyx) 4 | 16 (Baryonyx_Gén2) (Lion_Marsupial)
(Dilophoboa) 4 | 20 (Titanoboa) (Dilophosaure_Gén2)
(Tyrannosaure_Buck) 4 | 16 
(Indoraptor_Gén2) 4 | 16 (Indominus_Rex_Gén2) (Blue)
(Angel) 4 | 16 
(Scelidosaurus) 4 | 18 
(Alloraptor) 4 | 16 (Allosaure_Gén2) (Delta)
(Panthera_Blytheae) 4 | 16 
(Rexy) 4 | 16 
(Paramoloch) 4 | 20 (Parasaurolophus) (Stygimoloch)
(Allosinosaure) 4 | 19 (Allosaure) (Sinocératops)
(Targodistis) 4 | 20 (Amargocephalus) (Parasaurolophus)
(Tryostronix) 4 | 20 (Baryonyx) (Posimetrodon)
(Indominus_Rex) 4 | 20 (Tyrannosaure) (Vélociraptor)
(Fukuimimus) 4 | 16 (Fukuisaurus) (Struthiomimus)
(Aquisaurus) 4 | 16 (Aquilops) (Lystrosaurus)
(Ardontosaurus) 4 | 20 (Argentinosaure) (Sécodontosaure)
(Smilocephalosaurus) 4 | 16 (Smilodon) (Pachycéphalosaure)
(Diloranosaurus) 4 | 16 (Dilophosaure) (Ouranosaure)
(Darwezopteryx) 4 | 16 (Darwinopterus) (Hatzegopteryx)
(Dreadactylus) 4 | 16 (Preondactylus) (Dreadnoughtus)
(Skoolasaure) 4 | 16 (Koolasuchus) (Scolosaure)
(Diplovenator) 4 | 16 (Diplocaulus_Gén2) (Concavenator)
(Ankylodactylus) 4 | 16 (Preondactylus) (Ankylodicurus)
(Ankylomoloch) 4 | 16 (Bumpy) (Stygimoloch)
(Carnotarkus) 4 | 16 (Wuerhosaure) (Purutaurus)
(Centroceratops) 4 | 16 (Centrosaurus) (Protocératops)
(Keratoporcus) 4 | 16 (Archaeotherium) (Rhino_Laineux)
(Lystrosuchus) 4 | 16 (Lystrosaurus) (Einasuchus)
(Pierce) 4 | 16 
(Pyrosuchus) 4 | 16 (Pyroraptor_Gén2) (Sarcorixis)
(Rajakylosaure) 4 | 16 (Rajasaure) (Ankylosaure)
(Koolabourgiana) 4 | 16 (Arambourgiania) (Koolasuchus_Gén2)
(Stegodeus) 4 | 16 (Stégosaure) (Nodopatosaure)
(T._Rex_de_Renaissance) 4 | 16 

-(Scutophicyon) 4 | 0 (Amphicyon) (Scutosaurus)
-(Shantunrax) 4 | 0 (Shantungosaurus) (Animantarx)
-(Sinokotaraptor) 4 | 0 (Sinosauropteryx) (Dakotaraptor)
-(Raptor_de_Renaissance) 4 | 0 
-(Rinchicyon) 4 | 0 (Rinchenia) (Amphicyon)
-(Nodopatotitan) 4 | 0 (Giraffatitan) (Nodopatosaure)
-(Ptéraquetzal) 4 | 0 (Ptéranodon) (Quetzalcoatlus)
-(Alankylosaurus) 4 | 0 (Alanqa) (Ankylosaure_Gén2)
-(Monolométrodon) 4 | 0 (Dimétrodon_Gén2) (Monolophosaure_Gén2)
-(Entélomouth) 4 | 0 (Entélodonte) (Mammouth_Laineux)
-(Spinonyx) 4 | 0 (Spinosaurus_Gén2) (Baryonyx_Gén2)
-(Skorpiodactylus) 4 | 0 (Skorpiovenator) (Dimodactylus)
-(Spinosaurus_Gén2_de_Renaissance) 4 | 0 
-(Ankyntrosaure) 4 | 0 (Ankylosaure) (Kentrosaure)
-(Megamimus) 4 | 0 (Megaraptor) (Procérathomimus)
-(Dracoceratops) 4 | 0 (Dracorex_Gén2) (Tricératops_Gén2)
-(Spinotasuchus) 4 | 0 (Spinotahraptor) (Kaprosuchus)
-(Ovilophomoloch) 4 | 0 (Ovilophosaurus) (Stygimoloch_Gén2)
-(Phorusaura) 4 | 0 (Phorusrhacos) (Maiasaura)
-(Enteloceraos) 4 | 0 (Entélochops) (Mégalocéros)
-(Nanophosaurus) 4 | 0 (Nanotyrannus) (Edaphosaurus)
-(Tsintamoth) 4 | 0 (Mammouth_Laineux) (Tsintaosaurus)
-(Mammotherium) 4 | 0 (Elasmotherium) (Mammouth_Laineux)
-(Carbotoceratops) 4 | 0 (Carbonemys) (Nasutoceratops)
-(Dsungaia) 4 | 0 (Miragaia) (Dsungaripterus)
-(Megalosuchus) 4 | 0 (Gorgosuchus) (Mégalosaure)
-(Glyptoceras) 4 | 0 (Stegoceras) (Glyptodon)
-(Edaphocevia) 4 | 0 (Inostrancevia) (Edaphosaurus)
-(Acrocanthops) 4 | 0 (Arctops) (Acrocanthosaurus)
-(Poukaidei) 4 | 0 (Aigle_de_Haast) (Deinonychus)
-(Monkeydactyl) 4 | 0 
-(Monostegotops) 4 | 0 (Stégocératops) (Monolophosaure)
-(Dakotanops) 4 | 0 (Gorganops) (Dakotaraptor)
-(Dodocevia) 4 | 0 (Dodo) (Inostrancevia)
-(Eremoceros) 4 | 0 (Eremotherium) (Eucladoceros)
-(Bajaguanodon) 4 | 0 (Edmontoguanodon) (Bajadasaurus)
-(Coelhaast) 4 | 0 (Coelurosauravus) (Aigle_de_Haast)


(Estemmenosuchus) 5 | 21 
(Monkeyondactylus) 5 | 21 (Monkeydactyl) (Ankylodactylus)
(Grypolythe) 5 | 21 (Gryposuchus) (Purrolythe)
(Giganyx) 5 | 21 (Giganotosaurus) (Tryostronix)
(Pantherator) 5 | 21 (Panthera_Blytheae) (Thylacotator)
(Constrictoraptor) 5 | 24 (Dilophoboa) (Panthera)
(Styracosaurus_Lux) 5 | 22 
(Dracovenator) 5 | 22 
(Artocodistis) 5 | 25 (Red) (Targodistis)
(Nomingia) 5 | 21 
(Ceratosaurus) 5 | 21 
(Andrewtops) 5 | 21 (Andrewtodon) (Arctops)
(Junior) 5 | 21 (Tyrannosaure_Buck) (Tyrannosaure_Doe)
(Indoraptor) 5 | 21 (Indominus_Rex) (Vélociraptor)
(Atrocimoloch) 5 | 25 (Tiger) (Paramoloch)

-(Trykosaure) 5 | 0 (Tyrannosaure) (Ankyntrosaure)
-(Smilonemys) 5 | 0 (Smilocephalosaurus) (Carbonemys)
-(Tyrannometrodon) 5 | 0 (Rexy) (Posimetrodon)
-(Thoradolosaure) 5 | 0 (Allosinosaure) (Tarbosaure)
-(Diorajasaure) 5 | 0 (Rajakylosaure) (Tuojiangosaure)
-(Spinoconstricteur) 5 | 0 (Dilophoboa) (Spinosaurus)
-(Giganspinoceratops) 5 | 0 (Gigantspinosaurus) (Spinoceratops)
-(Aquilosaurus) 5 | 0 (Aquicomilus) (Pachycéphalosaure)
-(Ampelorex) 5 | 0 (Ampelosaure) (Tyrannosaure_Buck)
-(Diloracheirus) 5 | 0 (Deinocheirus) (Diloranosaurus)
-(Monolorhino) 5 | 0 (Rhino_Laineux) (Monolométrodon)
-(Mammolania) 5 | 0 (Mammotherium) (Meiolania)
-(Lystrosavis) 5 | 0 (Lystrosuchus) (Argentavis)
-(Aquiraptor) 5 | 0 (Aquisaurus) (Graciliraptor)
-(Segnotherisaurus) 5 | 0 (Segnoraptor) (Arctodus)
-(Entelolania) 5 | 0 (Meiolania) (Entélomouth)
-(Distortus_Rex) 5 | 0 
-(Rajadotholus) 5 | 0 (Rajatholus) (Scelidosaurus)
-(Geminititan) 5 | 0 (Diplodocus) (Koolabourgiana)
-(Apatocératops) 5 | 0 (Nodopatotitan) (Nasutoceratops)
-(Ardontognathus) 5 | 0 (Anurognathus) (Ardontosaurus)
-(Mutadon) 5 | 0 
-(Dsungascorpius) 5 | 0 (Pulmonoscorpius) (Dsungaia)
-(Indotaurus) 5 | 0 (Carnotaure) (Indominus_Rex_Gén2)
-(Testacornibus) 5 | 0 (Eucladoceros) (Carbotoceratops)
-(Scorpios_Rex_Gén3) 5 | 0 (Scorpios_Rex_Gén2) (Gorgosaure)
-(Ardentisimaxima) 5 | 0 (Brachiosaure) (Ardontosaurus)
-(Stygidaryx) 5 | 0 (Darwezopteryx) (Stygimoloch_Gén2)
-(Utarinex) 5 | 0 (Dracorex) (Utasinoraptor)
-(Aenocyonyx) 5 | 0 (Loup_Sinistre) (Thylaconyx)
-(Baryosaurus) 5 | 0 (Baryothus) (Sarcosaurus)
-(Deinomimus) 5 | 0 (Deinotops) (Monomimus)
-(Quetzaljara) 5 | 0 (Ptéraquetzal) (Tapejara)
-(Ténontorex) 5 | 0 (Tyrannolophosaure) (Ténontosaure)
-(Titanotarkus) 5 | 0 (Titanotor) (Carnotarkus)
-(Skorpiostegotops) 5 | 0 (Skorpiodactylus) (Monostegotops)
-(Tuoramoloch) 5 | 0 (Paramoloch) (Tuojiangosaure)
-(Dracoceratosaurus) 5 | 0 (Dracoceratops) (Procératosaure)
-(Erlidominus) 5 | 0 (Erlikosaure) (Indominus_Rex)
-(Erlikospyx) 5 | 0 (Erlikosaure_Gén2) (Spinonyx)
-(Magnapyritor) 5 | 0 (Dimétrodon) (Pyrritator)
-(Parasauthops) 5 | 0 (Acrocanthops) (Parasaurolophus_Lux)
-(Poukandactylus) 5 | 0 (Poukaidei) (Tupandatylus)
-(Pterovexus) 5 | 0 (Darwinopterus) (Monomimus)
-(Quetzorion) 5 | 0 (Tanycolagreus) (Ptéraquetzal)
-(Pyrorixis) 5 | 0 (Pyrosuchus) (Ghost)
-(Ovinnolophosaurus) 5 | 0 (Oviraptor_Gén2) (Tyrannolophosaure)
-(Aerospinosaurus) 5 | 0 (Spinosaurus_de_Renaissance) (Aérotitan)
-(Alankyloceratops) 5 | 0 (Alankylosaurus) (Tricératops)
-(Albertocevia) 5 | 0 (Edaphocevia) (Albertosaurus)
-(Albertospinos) 5 | 0 (Spinotasuchus) (Alankylosaurus)
-(Allodrigues) 5 | 0 (Rodrigues_Solitaire) (Alloraptor)
-(Antarctovenator) 5 | 0 (Diplovenator) (Antarctopelta)
-(Arctocanis) 5 | 0 (Ailurarctos) (Loup_d'Armbuster)
-(Compsocaulus) 5 | 0 (Compsognathus) (Diplocaulus_Gén2)
-(Compsoraptor) 5 | 0 (Tarbognathus) (Beta)
-(Concatosaurus) 5 | 0 (Concakuiisaurus) (Ténontosaure)
-(Crichtomoloch) 5 | 0 (Crichtonsaurus) (Ankylomoloch)
-(Dakotacurus) 5 | 0 (Dakotanops) (Megistocurus)
-(Herranotor) 5 | 0 (Spinotahraptor) (Herrerasaurus)
-(Nyctopteryx) 5 | 0 (Nyctosaurus) (Darwezopteryx)
-(Ovylenken) 5 | 0 (Oviraptor_Gén2) (Grylenken)
-(Phorurex) 5 | 0 (Phorusaura) (Dracorex_Gén2)
-(Plateopikasaurus) 5 | 0 (Platéosaure) (Gigaspikasaure)
-(Protonodon) 5 | 0 (Protocératops) (Bajaguanodon)
-(Sarcomantarx) 5 | 0 (Sarcosaurus) (Animantarx)
-(Skoonasaurus) 5 | 0 (Sonorasaurus) (Skoolasaure)
-(Troodoboa) 5 | 0 (Majundaboa) (Troodon)
-(Tyrannodactylus) 5 | 0 (Tyrannosaure_Buck) (Ankylodactylus)


(Atromolistis) 6 | 26 (Artocodistis) (Atrocimoloch)

-(Sah_Panthera) 6 | 0 (Pantherator) (Scutophicyon)
-(Gryganyth) 6 | 0 (Giganyx) (Grypolythe)
-(Mortem_Rex) 6 | 0 
-(Ceramagnus) 6 | 0 
-(Gorgotrbax) 6 | 0 
-(Haast_Maximus) 6 | 0 
-(Hydra_Boda) 6 | 0 
-(Refrenantem) 6 | 0 
-(Spinotops) 6 | 0 (Angel) (Giganspinoceratops)
-(Thylos_Intrepidus) 6 | 0 (Moros_Intrepidus) (Thylacotator)
-(Titanotholus) 6 | 0 (Titanotarkus) (Rajatholus)
-(Hadros_Lux) 6 | 0 
-(Geminideus) 6 | 0 (Geminititan) (Stegodeus)
-(Concatoloch) 6 | 0 (Concatosaurus) (Tuoramoloch)
-(Dilozorion) 6 | 0 (Diloracheirus) (Quetzorion)
-(Draco_Intrepidus) 6 | 0 (Dracoceratops) (Thylos_Intrepidus)
-(Eremocanis) 6 | 0 (Eremoceros) (Arctocanis)
-(Glyptosavis) 6 | 0 (Glyptoceras) (Antarctovenator)
-(Imperatosuchus) 6 | 0 
-(Magnaraptor) 6 | 0 (Magnapyritor) (Allodrigues)
-(Megalocevia) 6 | 0 (Megalosuchus) (Albertocevia)
-(Monolomoth) 6 | 0 (Monolorhino) (Tsintamoth)
-(Plateorex) 6 | 0 (Plateopikasaurus) (Ténontorex)
-(Proto_Lux) 6 | 0 (Protonodon) (Crichtomoloch)
-(Rajadorixis) 6 | 0 (Rajadotholus) (Pyrorixis)
-(Skoonametrodon) 6 | 0 (Tyrannometrodon) (Skoonasaurus)
-(Trykovenator) 6 | 0 (Trykosaure) (Antarctovenator)
-(Alacranix) 6 | 0 
-(Alankydactylus) 6 | 0 (Dreadactylus) (Alankyloceratops)
-(Pteranokyrie) 6 | 0 
-(Aquignathus) 6 | 0 (Aquiraptor) (Ardontognathus)
-(Aquilotae) 6 | 0 (Aquilosaurus) (Panthera_Blytheae)
-(Ankylos_Lux) 6 | 0 (Ankylomoloch) (Diorajasaure)
-(Indochicyon) 6 | 0 (Indoraptor) (Rinchicyon)
-(Indolycan) 6 | 0 (Aenocyonyx) (Indoraptor_Gén2)
-(Indonemys) 6 | 0 (Indominus_Rex) (Smilonemys)
-(Kentrorex) 6 | 0 (Pierce) (Thoradolosaure)
-(Megatyrannus) 6 | 0 (Megamimus) (Nanophosaurus)
-(Nominrex) 6 | 0 (Phorurex) (Nomingia)
-(Arcovasilas) 6 | 0 (Arctacles) (Testacornibus)
-(Atcocomaxima) 6 | 0 (Constrictoraptor) (Ardentisimaxima)
-(Baryotor) 6 | 0 (Megamimus) (Baryosaurus)
-(Becklejara) 6 | 0 (Beckolyth) (Quetzaljara)
-(Becklerizaurus) 6 | 0 (Becklophosaurus) (Segnotherisaurus)
-(Centrolophus_Lux) 6 | 0 (Centroceratops) (Parasauthops)
-(Ceranosaurus) 6 | 0 (Rebel) (Skoonasaurus)
-(Cerastegotops) 6 | 0 (Skorpiostegotops) (Ceratosaurus)
-(Draco_Lux) 6 | 0 (Utarinex) (Styracosaurus_Lux)
-(Fukuitops) 6 | 0 (Fukuimimus) (Deinomimus)
-(Compsovenator) 6 | 0 (Compsoraptor) (Dracovenator)
